test2_z.date,xYield_FEDMINFRMWG,xYield_GDPPOT,xYield_GS30,xYield_NYXRSA,xYield_CPIHOSNS,xYield_MSPUS,xYield_UEMPMEAN,xYield_CASTHPI,xYield_FDHBFIN,xYield_POP,xYield_USSTHPI,xYield_POPTHM,xYield_WTB3MS,xYield_CSCICP03USM665S,xYield_DGS3MO,xYield_USSLIND,xYield_DTB3,xYield_MICH,xYield_UMCSENT,xYield_BOXRSA,xYield_TB3MS,xYield_AAA10Y,xYield_DGS30,xYield_RU2000PR,xYield_PCDG,xYield_TOTALSL,xYield_MSPNHSUS,xYield_CPALTT01USQ657N,xYield_MVLOAS,xYield_REALLN,xYield_ASPUS,xYield_GS3M,xYield_FEDMINNFRWG,xYield_DRCLACBS,xYield_SDXRSA,xYield_PCEDG,yFYield_CSUSHPINSA,Q1,Q2,Q3,Q4,BL_yFYield_CSUSHPINSA
1991-09-30,0.0,0.0063474986551910195,-0.016826923076923128,0.013661202185792254,0.007518796992481258,0.0008340283569641116,0.03731343283582089,0.0,0.007968127490039834,0.0035109777361310712,0.0,0.0035643298309115945,-0.030997571287217918,0.0,-0.033192127329463306,1.343892488600912,-0.03253421577972404,-0.03125,0.023543990086740907,0.0,-0.032967625899280595,0.08226221079691531,-0.014440433212996484,0.0023148148148148806,0.0189473684210526,-0.006195786864931829,0.01348310819351628,0.32535804549283887,-0.0074349442379182396,0.0011587485515642815,-0.018893387314439902,-0.03428800529921383,0.0,-0.009501187648456089,0.004907975460122671,0.0189473684210526,-0.00652741514360311,0,0,1,0,0
1991-12-31,0.0,0.00609364977549709,-0.04034229828850855,0.005390835579514697,0.00746268656716409,0.0,0.07194244604316546,0.008810572687224738,0.029644268774703608,0.0035341536352138103,0.011904761904761862,0.0034256688913827382,-0.1511083881029296,-0.01106639839034218,-0.156187453794695,-0.2901607453670523,-0.15436665799159777,-0.05483870967741933,-0.1295399515738498,-0.0031201248049921304,-0.1556158982275373,0.30878859857482177,-0.04151404151404148,0.03464203233256358,-0.01446280991735538,-0.004987531172069848,0.00636916194799908,-0.038774472412916317,-0.011235955056179803,0.003472222222222321,-0.00687757909215958,-0.15703971119133575,0.0,-0.016786570743405393,-0.004884004884004978,-0.01446280991735538,-0.00525624178712214,0,0,0,1,0
1992-03-31,0.0,0.006163000743810487,-0.006369426751592355,0.002680965147453085,0.007407407407407307,-0.004166666666666652,0.11409395973154379,-0.004366812227074246,0.028790786948176494,0.002940645293004529,0.0117647058823529,0.002943080816999233,-0.148896616582464,-0.0010172939979653517,-0.1447956065559758,0.33174671859224003,-0.14291052978676622,-0.1023890784982936,-0.015299026425591222,-0.0046948356807511304,-0.1424449339207049,-0.11796733212341204,-0.006369426751592355,0.140625,0.0398322851153039,0.0012531328320801727,-0.01624350383779627,-0.07155138209231571,-0.007575757575757569,0.006920415224913601,0.0006925207756232066,-0.14346895074946464,0.0,-0.03414634146341455,-0.009815950920245342,0.0398322851153039,0.009247027741083214,1,0,0,0,1
1992-06-30,0.0,0.006019643045728218,0.012820512820512997,0.00401069518716568,0.007352941176470562,0.004184100418409997,0.07228915662650603,-0.013157894736842146,0.04104477611940305,0.00326476287408739,0.0,0.003341354148326481,-0.05098291147372491,0.008146639511201537,-0.058469303615601875,0.34658290913029366,-0.05619533714637448,0.14068441064638781,0.11440677966101709,0.011006289308175932,-0.05478642796599287,-0.07510288065843618,0.012820512820512997,-0.048923679060665415,0.010080645161290258,-0.0012515644555695093,0.0008398632702595332,0.16424501424501425,-0.007633587786259555,0.009163802978235935,0.005536332179930881,-0.057499999999999996,0.0,-0.030303030303030276,-0.0037174721189591198,0.010080645161290258,0.003926701570680535,0,1,0,0,1
1992-09-30,0.0,0.005983623766533608,-0.0582278481012658,0.0,0.007299270072992803,0.0,0.016853932584269593,0.0,0.008960573476702427,0.003652127090901347,0.011627906976744207,0.0036928860274763053,-0.15580406704394678,-0.002020202020202033,-0.16374300045115575,-0.00265422665487014,-0.16201967498233605,-0.05666666666666664,-0.035487959442332184,-0.0062208398133747345,-0.16214673913043487,0.515016685205784,-0.05696202531645567,-0.02263374485596703,0.02195608782435121,0.0012531328320801727,0.009784588015138374,-0.03731799828704263,0.01538461538461533,0.0,-0.024776324845148023,-0.16445623342175064,0.0,-0.03385416666666663,-0.013681592039801127,0.02195608782435121,-0.0013037809647979959,0,0,1,0,0
1992-12-31,0.0,0.006052384430762725,0.012096774193548265,0.0013315579227697327,0.0,0.050000000000000044,0.027624309392265234,-0.008888888888888835,0.0248667850799289,0.003557197006511803,0.0,0.0034617267450443023,-0.02097700227731991,0.00809716599190291,-0.002348386277807757,0.5187903225806452,-0.0043455701128551905,0.0,0.09329829172141935,0.0046948356807512415,-0.004313560146596229,-0.06240822320117456,0.009395973154362247,0.0736842105263158,0.021484375,0.005006257822277815,0.05235471566403227,-0.09799186578546015,0.0,0.006810442678774065,0.03881439661256181,-0.0021269841269840883,0.0,-0.043126684636118684,-0.017654476670870056,0.021484375,-0.0026109660574411553,0,0,0,1,0
1993-03-31,0.0,0.006119697126854007,-0.05976095617529886,0.009308510638297962,0.01449275362318847,-0.007936507936507908,-0.032258064516129115,-0.017937219730941756,0.015597920277296451,0.003009994576586239,0.005747126436781658,0.0029503207796279796,-0.024932018477869078,0.005020080321285203,-0.037694436492031747,0.005309828492539692,-0.03589342713829713,0.08480565371024729,0.049278846153846034,0.010903426791277315,-0.03583061889250816,0.14722004698512126,-0.05984042553191482,0.10196078431372557,0.009560229445506607,0.011207970112079746,-0.019742089344799485,0.19163026630970825,0.0037878787878788955,0.0011273957158963732,-0.016983695652173947,-0.03817643877453636,0.0,-0.016901408450704092,-0.010269576379974499,0.009560229445506607,0.009162303664921323,1,0,0,0,1
1993-06-30,0.0,0.006185567010309256,-0.031073446327683607,0.0039525691699604515,0.0071428571428571175,0.016000000000000014,-0.022222222222222143,-0.004566210045662156,0.018771331058020424,0.0029700637656082662,0.005714285714285783,0.003038152556178897,-0.004401585914925121,-0.005994005994005902,0.003305566574110852,-0.14435113294248136,0.002567567567567597,0.019543973941368087,-0.05498281786941572,0.0,0.0022635135135133932,-0.03344709897610931,-0.02970297029702973,0.008896797153024938,0.037878787878787845,0.011083743842364546,0.02416762665850336,-0.09104883528437979,0.026415094339622636,0.011261261261261257,0.029025570145127855,0.003307643965203555,0.0,-0.028653295128939882,-0.02075226977950706,0.037878787878787845,0.012970168612191912,0,1,0,0,1
1993-09-30,0.0,0.006352459016393475,-0.07871720116618075,0.001312335958005173,0.007092198581560183,0.0,0.017045454545454364,-0.00917431192660545,0.03685092127303191,0.0033771554877815024,0.011363636363636465,0.0034176718265299666,0.015051803854071677,-0.005025125628140725,0.011564312071692173,0.2037037037037035,0.011355977894595082,-0.019169329073482455,-0.06181818181818177,0.01232665639445285,0.012336940034381572,-0.09816384180790949,-0.07871720116618075,0.059964726631393406,0.01642335766423364,0.01705237515225333,-0.00393288917904866,-0.48874723559255895,0.03676470588235303,0.010022271714922093,-0.006044325050369337,0.012099034055319091,0.0,-0.05604719764011801,-0.015894039735099397,0.01642335766423364,0.001280409731114096,0,0,1,0,1
1993-12-31,0.0,0.006312360008144946,-0.030063291139240556,0.005242463958060384,0.0,0.0,0.022346368715083997,-0.0092592592592593,0.050080775444264924,0.0032928696706746585,0.00561797752808979,0.003195071994599452,0.014762110582837273,0.007070707070707005,0.020388887079438422,0.029076923076923,0.01935827807949897,-0.013029315960912058,0.0852713178294573,0.007610350076103556,0.01887923284387183,-0.0360219263899767,-0.02848101265822789,0.0532445923460898,0.030520646319569078,0.026347305389221587,0.0002684924150893053,0.7577608142493639,0.028368794326241176,0.015435501653803696,0.002027027027027062,0.020618892508143416,0.0,-0.06875000000000009,-0.0013458950201883368,0.030520646319569078,0.0012787723785165905,0,0,0,1,1
1994-03-31,0.0,0.0062727640631323744,0.07014681892332786,0.003911342894393766,0.014084507042253502,0.023622047244094446,0.032786885245901454,-0.009345794392523366,0.01692307692307682,0.0027159256524915687,0.005586592178770999,0.0026878534259617837,0.061007175387438384,0.010030090270812364,0.06444508283060424,-0.03986644740120593,0.06442439694057644,-0.05280528052805267,0.1071428571428572,0.013595166163141936,0.059901960784313646,-0.11616571892770089,0.07166123778501632,0.03791469194312791,0.026132404181184565,0.028004667444574194,0.021576259009844723,-0.07310364794441226,0.01379310344827589,0.009771986970684043,0.0357383681726231,0.05958574027383268,0.0,-0.033557046979865834,-0.0013477088948787852,0.026132404181184565,0.011494252873563315,1,0,0,0,1
1994-06-30,0.0,0.006434747637241056,0.12195121951219523,0.011688311688311748,0.0,0.0,0.010582010582010692,-0.02358490566037741,-0.001512859304084735,0.002884054156128135,0.005555555555555536,0.002939942802669293,0.2200228514961553,-0.0009930486593844323,0.2329974811083122,0.08127887060777494,0.22800552740672497,0.020905923344947785,-0.008602150537634357,0.013412816691505292,0.22921098880769586,-0.21047794117647056,0.11854103343465039,-0.05631659056316596,0.01697792869269943,0.036322360953461974,0.010819165378670892,-0.006403248477276247,0.05102040816326525,0.010752688172043001,0.00390625,0.2349397590361446,0.0,-0.04166666666666674,0.0013495276653172628,0.01697792869269943,0.012626262626262541,0,1,0,0,1
1994-09-30,0.0,0.00639360639360631,0.03125,0.005134788189987027,0.01388888888888884,-0.002307692307692344,-0.015706806282722585,-0.01449275362318836,0.03333333333333344,0.0031914853149832556,0.005524861878453136,0.003227879142730039,0.12870810974992408,-0.0009940357852882276,0.12094459847268846,0.04003264052224842,0.1204051012753189,0.06825938566552892,-0.01626898047722347,0.004411764705882337,0.12290867133217964,-0.016298020954598536,0.03125,0.003225806451612856,0.016694490818029983,0.033953997809419434,-0.012744648318042784,0.384155925809494,0.0453074433656957,0.01914893617021285,-0.009079118028534339,0.12358536585365854,0.0,-0.018115942028985477,-0.0013477088948787852,0.016694490818029983,0.0,0,0,1,0,0
1994-12-31,0.0,0.00655151876116733,0.0487483530961792,0.0012771392081738497,0.0,0.017733230531996824,-0.021276595744680993,-0.014705882352941124,-0.021994134897360684,0.003143413997861444,0.0,0.0030621139197331004,0.18386293812930288,0.0029850746268655914,0.18111995834327743,-0.04310702912262887,0.17895324182568917,-0.019169329073482455,0.026460859977949225,0.005856515373352966,0.17944021265664434,-0.13609467455621305,0.0487483530961792,-0.008038585209003246,0.03776683087027921,0.0402542372881356,0.024525102026592638,-0.46627299568476044,0.021671826625387025,0.02192066805845516,0.021596858638743388,0.18017235765298367,0.0,0.011070110701107083,-0.0080971659919028,0.03776683087027921,-0.0024937655860349794,0,0,0,1,0
1995-03-31,0.0,0.0065088757396449815,-0.04020100502512569,0.0025510204081631294,0.006849315068493178,-0.015151515151515138,-0.07065217391304335,-0.00497512437810943,0.05997001499250376,0.002702651622535912,0.005494505494505475,0.0026825047793923584,0.08611153205031052,0.0009920634920634885,0.08681276290894391,-0.18969758356243682,0.08575809779830745,0.0,0.012889366272824887,0.004366812227074135,0.08649621212121206,0.09726027397260273,-0.041457286432160845,0.02269043760129663,-0.017405063291139222,0.03971486761710796,-0.010075585789871555,0.753617021276596,0.0121212121212122,0.027579162410623193,-0.01665598975016014,0.08828885169312262,0.0,0.04744525547445244,-0.0054421768707483276,-0.017405063291139222,0.008750000000000036,1,0,0,0,1
1995-06-30,0.0,0.0064667842445620405,-0.08900523560209417,-0.00254452926208637,0.006802721088435382,0.030000000000000027,-0.01754385964912286,0.010000000000000009,0.0777934936350777,0.002782071097372496,0.016393442622950838,0.0028411231856753094,-0.024416617252084105,-0.0029732408325074955,-0.024440125073945884,-0.375,-0.024584590169651088,0.0,-0.0275715800636267,0.0028985507246377384,-0.024404274234315793,0.3008739076154807,-0.09043250327653996,0.06973058637083995,0.009661835748792313,0.03525954946131238,0.022142982583398974,0.07231254549866528,0.026946107784431073,0.021868787276341894,0.03517915309446251,-0.023661838524853374,0.0,0.04529616724738683,-0.008207934336525224,0.009661835748792313,0.011152416356877248,0,1,0,0,1
